USC00116200,20010101,TMAX,-78,,,0,0700
USC00116200,20010101,TMIN,-128,,,0,0700
USC00116200,20010101,TOBS,-128,,,0,0700
USC00116200,20010101,PRCP,0,T,,0,0700
USC00116200,20010101,SNOW,0,T,,0,
USC00116200,20010101,SNWD,254,,,0,
USC00116200,20010102,TMAX,-83,,,0,0700
USC00116200,20010102,TMIN,-178,,,0,0700
USC00116200,20010102,TOBS,-178,,,0,0700
USC00116200,20010102,PRCP,0,P,,0,0700
USC00116200,20010102,SNOW,0,P,,0,
USC00116200,20010102,SNWD,254,,,0,
USC00116200,20010103,TMAX,-33,,,0,0700
USC00116200,20010103,TMIN,-178,,,0,0700
USC00116200,20010103,TOBS,-83,,,0,0700
USC00116200,20010103,PRCP,0,T,,0,0700
USC00116200,20010103,SNOW,0,T,,0,
USC00116200,20010103,SNWD,254,,,0,
USC00116200,20010104,TMAX,6,,,0,0700
USC00116200,20010104,TMIN,-83,,,0,0700
USC00116200,20010104,TOBS,-44,,,0,0700
USC00116200,20010104,PRCP,0,P,,0,0700
USC00116200,20010104,SNOW,0,P,,0,
USC00116200,20010104,SNWD,254,,,0,
USC00116200,20010105,TMAX,22,,,0,0700
USC00116200,20010105,TMIN,-44,,,0,0700
USC00116200,20010105,TOBS,-11,,,0,0700
USC00116200,20010105,PRCP,0,P,,0,0700
USC00116200,20010105,SNOW,0,P,,0,
USC00116200,20010105,SNWD,254,,,0,
USC00116200,20010106,TMAX,39,,,0,0700
USC00116200,20010106,TMIN,-89,,,0,0700
USC00116200,20010106,TOBS,-61,,,0,0700
USC00116200,20010106,PRCP,0,P,,0,0700
USC00116200,20010106,SNOW,0,P,,0,
USC00116200,20010106,SNWD,229,,,0,
USC00116200,20010107,TMAX,11,,,0,0700
USC00116200,20010107,TMIN,-61,,,0,0700
USC00116200,20010107,TOBS,-50,,,0,0700
USC00116200,20010107,PRCP,0,P,,0,0700
USC00116200,20010107,SNOW,0,P,,0,
USC00116200,20010107,SNWD,229,,,0,
USC00116200,20010108,TMAX,-50,,,0,0700
USC00116200,20010108,TMIN,-128,,,0,0700
USC00116200,20010108,TOBS,-128,,,0,0700
USC00116200,20010108,PRCP,0,P,,0,0700
USC00116200,20010108,SNOW,0,P,,0,
USC00116200,20010108,SNWD,229,,,0,
USC00116200,20010109,TMAX,-56,,,0,0700
USC00116200,20010109,TMIN,-144,,,0,0700
USC00116200,20010109,TOBS,-144,,,0,0700
USC00116200,20010109,PRCP,0,P,,0,0700
USC00116200,20010109,SNOW,0,P,,0,
USC00116200,20010109,SNWD,229,,,0,
USC00116200,20010110,TMAX,17,,,0,0700
USC00116200,20010110,TMIN,-144,,,0,0700
USC00116200,20010110,TOBS,-83,,,0,0700
USC00116200,20010110,PRCP,0,P,,0,0700
USC00116200,20010110,SNOW,0,P,,0,
USC00116200,20010110,SNWD,229,,,0,
USC00116200,20010111,TMAX,17,,,0,0700
USC00116200,20010111,TMIN,-83,,,0,0700
USC00116200,20010111,TOBS,-33,,,0,0700
USC00116200,20010111,PRCP,0,P,,0,0700
USC00116200,20010111,SNOW,0,P,,0,
USC00116200,20010111,SNWD,203,,,0,
USC00116200,20010112,TMAX,17,,,0,0700
USC00116200,20010112,TMIN,-33,,,0,0700
USC00116200,20010112,TOBS,6,,,0,0700
USC00116200,20010112,PRCP,51,,,0,0700
USC00116200,20010112,SNOW,38,,,0,
USC00116200,20010112,SNWD,229,,,0,
USC00116200,20010113,TMAX,22,,,0,0700
USC00116200,20010113,TMIN,6,,,0,0700
USC00116200,20010113,TOBS,11,,,0,0700
USC00116200,20010113,PRCP,0,P,,0,0700
USC00116200,20010113,SNOW,0,P,,0,
USC00116200,20010113,SNWD,178,,,0,
USC00116200,20010113,WT01,1,,,0,
USC00116200,20010114,TMAX,33,,,0,0700
USC00116200,20010114,TMIN,6,,,0,0700
USC00116200,20010114,TOBS,22,,,0,0700
USC00116200,20010114,PRCP,28,,,0,0700
USC00116200,20010114,SNOW,0,P,,0,
USC00116200,20010114,SNWD,152,,,0,
USC00116200,20010115,TMAX,22,,,0,0700
USC00116200,20010115,TMIN,0,,,0,0700
USC00116200,20010115,TOBS,0,,,0,0700
USC00116200,20010115,PRCP,30,,,0,0700
USC00116200,20010115,SNOW,0,P,,0,
USC00116200,20010115,SNWD,127,,,0,
USC00116200,20010116,TMAX,6,,,0,0700
USC00116200,20010116,TMIN,-22,,,0,0700
USC00116200,20010116,TOBS,-22,,,0,0700
USC00116200,20010116,PRCP,5,,,0,0700
USC00116200,20010116,SNOW,0,P,,0,
USC00116200,20010116,SNWD,76,,,0,
USC00116200,20010117,TMAX,-22,,,0,0700
USC00116200,20010117,TMIN,-67,,,0,0700
USC00116200,20010117,TOBS,-67,,,0,0700
USC00116200,20010117,PRCP,0,P,,0,0700
USC00116200,20010117,SNOW,0,P,,0,
USC00116200,20010117,SNWD,76,,,0,
USC00116200,20010118,TMAX,17,,,0,0700
USC00116200,20010118,TMIN,-89,,,0,0700
USC00116200,20010118,TOBS,-72,,,0,0700
USC00116200,20010118,PRCP,0,P,,0,0700
USC00116200,20010118,SNOW,0,P,,0,
USC00116200,20010118,SNWD,51,,,0,
USC00116200,20010119,TMAX,-17,,,0,0700
USC00116200,20010119,TMIN,-72,,,0,0700
USC00116200,20010119,TOBS,-28,,,0,0700
USC00116200,20010119,PRCP,0,P,,0,0700
USC00116200,20010119,SNOW,0,P,,0,
USC00116200,20010119,SNWD,51,,,0,
USC00116200,20010120,TMAX,-28,,,0,0700
USC00116200,20010120,TMIN,-111,,,0,0700
USC00116200,20010120,TOBS,-111,,,0,0700
USC00116200,20010120,PRCP,0,P,,0,0700
USC00116200,20010120,SNOW,0,P,,0,
USC00116200,20010120,SNWD,51,,,0,
USC00116200,20010121,TMAX,-6,,,0,0700
USC00116200,20010121,TMIN,-117,,,0,0700
USC00116200,20010121,TOBS,-78,,,0,0700
USC00116200,20010121,PRCP,0,P,,0,0700
USC00116200,20010121,SNOW,0,P,,0,
USC00116200,20010121,SNWD,51,,,0,
USC00116200,20010122,TMAX,11,,,0,0700
USC00116200,20010122,TMIN,-111,,,0,0700
USC00116200,20010122,TOBS,-111,,,0,0700
USC00116200,20010122,PRCP,0,P,,0,0700
USC00116200,20010122,SNOW,0,P,,0,
USC00116200,20010122,SNWD,51,,,0,
USC00116200,20010122,WT01,1,,,0,
USC00116200,20010123,TMAX,28,,,0,0700
USC00116200,20010123,TMIN,-111,,,0,0700
USC00116200,20010123,TOBS,-11,,,0,0700
USC00116200,20010123,PRCP,0,P,,0,0700
USC00116200,20010123,SNOW,0,P,,0,
USC00116200,20010123,SNWD,25,,,0,
USC00116200,20010124,TMAX,-11,,,0,0700
USC00116200,20010124,TMIN,-72,,,0,0700
USC00116200,20010124,TOBS,-72,,,0,0700
USC00116200,20010124,PRCP,0,P,,0,0700
USC00116200,20010124,SNOW,0,P,,0,
USC00116200,20010124,SNWD,25,,,0,
USC00116200,20010125,TMAX,-28,,,0,0700
USC00116200,20010125,TMIN,-128,,,0,0700
USC00116200,20010125,TOBS,-128,,,0,0700
USC00116200,20010125,PRCP,0,P,,0,0700
USC00116200,20010125,SNOW,0,P,,0,
USC00116200,20010125,SNWD,25,,,0,
USC00116200,20010126,TMAX,-17,,,0,0700
USC00116200,20010126,TMIN,-128,,,0,0700
USC00116200,20010126,TOBS,-56,,,0,0700
USC00116200,20010126,PRCP,25,,,0,0700
USC00116200,20010126,SNOW,25,,,0,
USC00116200,20010126,SNWD,25,,,0,
USC00116200,20010127,TMAX,-56,,,0,0700
USC00116200,20010127,TMIN,-89,,,0,0700
USC00116200,20010127,TOBS,-117,,I,0,0700
USC00116200,20010127,PRCP,71,,,0,0700
USC00116200,20010127,SNOW,64,,,0,
